message_id,message_type,date_utc_offset,forwarded,photo_assets,photo_count,missing_asset_count,source_channel,text_sha256,text_excerpt,content_type,book_assignment,include_in_book,useful,classification_confidence,remedy_focus,canonical_remedy,remedy_slug,canonical_card_message_id,duplicate_of_message_id,source_file,source_anchor
"message17","default","01.09.2024 13:37:43 UTC-05:00","yes","photos/photo_15@01-09-2024_13-37-43.jpg","1","0","Психогомеопатия: Алхимия души.","81475d67737383b16012dc64d9bc68e9c1643ed96074b17a3eaa77b179af6cfb","МАНДАЛЫ, УСИН и ГОМЕОПАТИЯ. Несколько идей как усилить работу ваших мандал. #1. Мандалы мы делаем на основе арканов сефиротической традиции. Надеюсь, вы это уже умеете. Если нет, пишите, научу. #2. Усилит работу мандалы - активизация элементов Усин. Вы можете подобрать нужную стихию и внести ее символ в мандалу. По опыту, их введение еще больше фокусирует и ","deep_alchemical","book_04","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message17"
"message18","default","01.09.2024 13:37:43 UTC-05:00","yes","photos/photo_16@01-09-2024_13-37-43.jpg","1","0","Психогомеопатия: Алхимия души.","60663616086c71eb340607fa45674737271d05d18dda297179a3031fc827e857","Исследую эффективность гомеопатических мандал. [Работаю с клиентом по запросу энергия, тонус.] #1. Расстановка показала, причина симптома: чувство ограничения, невозможность преодалеть сковывающие обстоятельства. #2. Подбираю препарат. По идее должен работать препарат Апис (королева пчел), который не любит контроля. Но нет. Больше был активен препарат Псорин","deep_alchemical","book_04","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message18"
"message19","default","01.09.2024 13:37:43 UTC-05:00","yes","photos/photo_17@01-09-2024_13-37-43.jpg","1","0","Психогомеопатия: Алхимия души.","7552f49da8c0f0a4c4ef76c828145bef21563c2103734b7f7cafbf9fdde46563","Нашел любопытную статистику. Многие считают, классическая медицина эффективна, а гомеопатия нет. Но оказывается, процент эффективности препаратов обоих методов близки: - гомеопатия: 42%, - традиционная медицина 45%. Разница лишь в количестве статей. Исследования лекарств фармкомпаний спонсируются чаще. https://www.hri-research.org/resources/homeopathy-faqs/s","theory_method","book_01","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message19"
"message20","default","01.09.2024 13:37:43 UTC-05:00","yes","photos/photo_18@01-09-2024_13-37-43.jpg","1","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","empty_or_media","empty_or_media","no","no","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message20"
"message21","default","01.09.2024 13:37:43 UTC-05:00","yes","photos/photo_19@01-09-2024_13-37-43.jpg","1","0","Психогомеопатия: Алхимия души.","8ded060614a5fa2eae402af8f74da14c86c0b3d90b67b528bee4b7fc34537818","ПОДБОР ДОЗЫ В ГОМЕОПАТИИ. - Когда я работаю симптомами тела, часто актуально низкое разведение, х30. - Для комплексных вопросов актуальна доза х200. - А вот когда мы работаем на уровне причин, эффективнее разведение х1000. В гомеопатии традиционный подход: 2-4 недели применять препарат одного типа, а потом через месяц менять. Но опыт показывает, изменения ча","deep_alchemical","book_04","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message21"
"message22","default","01.09.2024 13:37:43 UTC-05:00","yes","photos/photo_20@01-09-2024_13-37-43.jpg","1","0","Психогомеопатия: Алхимия души.","984f6fc827f7c9c0fc938a5122f9262a423c58baec8db9362677bbfe957f06c0","Знаете в чем мудрость гомеопатии? 1. Она подскажет, какие темы важно проработать человеку на данном этапе. Чаще всего в гомеопатии работа, как и в психотерапии, начинается с проработки ранних, внутренних конфликтов - чувство безопасности, близости и т.п. Гомеопатия не пустит в более сложные темы, пока не проработаны базовые конфликты - другие препараты прост","theory_method","book_01","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message22"
"message23","default","01.09.2024 13:37:43 UTC-05:00","yes","photos/photo_21@01-09-2024_13-37-43.jpg","1","0","Психогомеопатия: Алхимия души.","349fc8baa5ae7677d40f6d3b2a3fcd1f96e1de6bd84b6938ba9f3c6a41e6068c","РОСТ УВЕРЕННОСТИ с помощью гомеопатии. Здесь есть нюансы. Расскажу вам сразу на примере. Обратился ко мне клиент В. с запросом на увеличение уверенности в социальных ситуациях (друзья, работа). В чем причина? Страх мнений? Страх отвержения? Нужно уменьшать социальный стресс? А нет. Ключевую причину ситуации оказалось возможным прояснить только благодаря побо","deep_alchemical","book_04","yes","yes","medium","mention_only","Calcarea Carbonica","calcarea-carbonica","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message23"
"message24","default","01.09.2024 13:37:43 UTC-05:00","yes","photos/photo_22@01-09-2024_13-37-43.jpg","1","0","Психогомеопатия: Алхимия души.","87f1b746f43c1bae95b7ce747e69527db75bc9d09acb232b6a92d4d2c0228982","ЛЕКАРСТВО ДЛЯ ДУШИ Если у меня спросят, есть ли лекарство для души, я могу теперь смело сказать, есть.:) И это не валерьянка, которая успокаивает и расслабляет, это не опиум, который отрывает от реальности. Есть препараты, которые, как психотерапия, уходят вглубь травмы - и исцеляют, излечивают, поддерживают вас изнутри. Они помогают перезапустить тело и душ","theory_method","book_01","yes","yes","medium","mention_only","Natrum Muriaticum; Ignatia Amara; Nitricum Acidum","natrum-muriaticum; ignatia-amara; nitricum-acidum; nitricum-acidum","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message24"
"message25","default","01.09.2024 13:37:43 UTC-05:00","yes","photos/photo_23@01-09-2024_13-37-43.jpg","1","0","Психогомеопатия: Алхимия души.","9f286b9aecc47831e70417a6ef7df7f72c647b435215dfb4095042d1677e5a4e","КАК СВЯЗАНЫ ПСИХОТЕРАПИЯ И ГОМЕОПАТИЯ? Сейчас это два моих любых метода работы. #1. Психотерапия мягко напитывает психику человека. Бережно подсказывает ресурсные образы, чтобы пациент поверил в себя, вернул себе свой потенциал. И не только достиг целей, но и вышел на новый качественный уровень себя. #2. Гомеопатия направлена на обретение внутреннего баланса","theory_method","book_01","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message25"
"message26","default","01.09.2024 13:37:43 UTC-05:00","yes","photos/photo_24@01-09-2024_13-37-43.jpg","1","0","Психогомеопатия: Алхимия души.","e8c95478d9a0cc293477329df037fd6501084ef082cf98feb01fb4f5734bcdad","ПОКАЗАТЕЛИ ЭФФЕКТИВНОСТИ ГОМЕОПАТИИ 1. Важный показатель эффективности лечения - это изменение состояния пациента, степени выраженности его симптомов, страхов. 2. Но я считаю даже еще более важный фактор - это динамика изменений подходящих препаратов. Этот подход позволяет более глубоко понять, как меняются внутренние конфликты пациента и на каком уровне нах","deep_alchemical","book_04","yes","yes","medium","mention_only","Pulsatilla; Phosphoricum Acidum; Psorinum","pulsatilla; phosphoricum-acidum; psorinum; phosphoricum-acidum; psorinum","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message26"
"message27","default","01.09.2024 13:37:43 UTC-05:00","yes","photos/photo_25@01-09-2024_13-37-43.jpg","1","0","Психогомеопатия: Алхимия души.","a420387eaff2abfa82089129aa7621d24d8053915f5091260dec3508a5e60746","ВОПРОС: В ГОМЕОПАТИИ НУЖНО ПИТЬ ТАБЛЕТКИ? ОТВЕТ: это можно, но не обязательно. На консультации я помогу вам проявить ключевую причину ваших сложностей, (внутренний конфликт). ВАРИАНТ 1. Я подберу и назначу препараты, чтобы помочь вам выйти из сложного процесса. ВАРИАНТ 2. Вместо преобретения гомеопатии, я могу сделать для вас мандалу на нужный препарат. Манд","deep_alchemical","book_04","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message27"
"message28","default","01.09.2024 13:37:44 UTC-05:00","yes","photos/photo_26@01-09-2024_13-37-44.jpg","1","0","Психогомеопатия: Алхимия души.","966c8d4db73624c2c6c2e258bea991d479948b6cb12e3806b77908c768349a21","ОБНОВЛЕНИЕ. Я обновил принцип создания гомеопатических мандал. - Если раньше я их делал на взрослую часть человека, для ее усиления. - Сейчас я составляю мандалы более прицельно, на нужные субличности, которые испытывают ступоры, которым нехватает ресурса. РЕЗУЛЬТАТ. 1. Первый подход (усиления взрослой части) приводил к повышению уверенности и потери интерес","deep_alchemical","book_04","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message28"
"message31","default","01.09.2024 13:37:44 UTC-05:00","yes","photos/photo_27@01-09-2024_13-37-44.jpg","1","0","Психогомеопатия: Алхимия души.","2d7399af30332edf253486e13855d7e7947640bfee1e7e4d9e0d7be64e5a7aea","Красивое высокогорное растение - Аконит. Ядовитое. Еще оно называется Борец, Царь-трава, черный корень, черное зелье. В греческой мифологии связан с Гераклом - отражает слюну Цербера, выскочившего из Царства Аида. Воины натирали им наконечники стрел в охоте. Аконит проявляет архетип Стража. В гомеотерапии он используется при острых состояниях, боль, шок, исп","deep_alchemical","book_04","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message31"
"message33","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message33"
"message34","default","01.09.2024 13:38:55 UTC-05:00","yes","photos/photo_28@01-09-2024_13-38-55.jpg","1","0","Психогомеопатия: Алхимия души.","cea1cfbefcd3b1601b562bc6d71a6f9bfd445cf6b2784247b2aad663948d562c","ВОПРОС: КАК БЫСТРО РАБОТАЕТ МАГИЧЕСКАЯ ГОМЕОПАТИЯ? ОТВЕТ: по моим наблюдениям, изменения происходят в течении недели. Может занять несколько недель, если случай более хронический. ПРИВЕДУ ПРИМЕР. Работаю с пациентом Н. Жалоба: слабость, бессилие, неверие в будущее. Диагностика показала смысл симптома: потребность в заботе. Подошли препараты: 1. Базового уров","deep_alchemical","book_04","yes","yes","medium","mention_only","Pulsatilla; Psorinum; Aconitum","pulsatilla; psorinum; psorinum; aconitum","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message34"
"message35","default","01.09.2024 13:39:13 UTC-05:00","yes","photos/photo_29@01-09-2024_13-39-13.jpg","1","0","Психогомеопатия: Алхимия души.","35fec0d71ad944fb2feb86e8eead51ceb0f0c3f8f65d26f6a7c99a814fcee263","ГОМЕОПАТИЯ И АЛХИМИЯ Гомеопатия — по сути это современная алхимия. Цель алхимии — трансформация материи и духа в золото. Это символ совершенства, вершины развития. Цель гомеопатии так же, трансформация души и тела для обретения внутренней гармонии. И алхимики и гомеопаты подбирают вещества- катализаторы (""философский камень"") для преобразования материи и пси","deep_alchemical","book_04","yes","yes","medium","mention_only","Aurum metallicum","aurum-metallicum","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message35"
"message36","default","01.09.2024 23:01:22 UTC-05:00","no","photos/photo_30@01-09-2024_23-01-22.jpg","1","0","Психогомеопатия: Алхимия души.","8ce4e7c492543bd937a7b6444094d70eeae543f79f026f97888bf4348bdf8ae3","Препараты Х-рей, Северный Полюс Для меня каждый день открытие, когда я занимаюсь гомеопатией. Сегодня узнал, что препараты в гомеопатии бывают не только из минералов/ растений/ животных. Препараты изготавливают прямо из излучения!) Например, - Есть препарат Х-рэй. Он изготавливается из рентгеновского излучения! - Как? - Заряжают излучением носитель/ спирт, а","deep_alchemical","book_04","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message36"
"message-2","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-2"
"message37","default","02.09.2024 17:39:42 UTC-05:00","no","photos/photo_31@02-09-2024_17-39-42.jpg","1","0","Психогомеопатия: Алхимия души.","618460599033c355c34d4152b0619bdacc9fd4ffb69a7f6d13a2a859bf6d9028","Исследовал работу с золотом (препарат Аурум в гомеопатии). В психотерапии выделяют ключевые архетипы: отец и мать. В гомеопатии для проработки отношений с отцом используется препарат Аурум (золото). Этот препарат отвечает за достоинство, уверенность, личную ценность. Увеличивает спокойствие и силу. Но любопытно было еще раз убедиться, что с золота преждеврем","remedy_card","book_02","yes","yes","high","full_card","Aurum metallicum","aurum-metallicum","message37","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message37"
"message38","default","02.09.2024 20:46:36 UTC-05:00","no","photos/photo_32@02-09-2024_20-46-36.jpg","1","0","Психогомеопатия: Алхимия души.","01038e88f7b8222c686a2bb1f7aeebb6079a5850ab89a4b0667f557c1ce9b8f4","КЕЙС. УВЕРЕННОСТЬ. Работал с клиентом ""В"" по запросу уверенность. На первой сессии он пришел, в состоянии волка, который за забором следит за ягнятами. Хочется проявиться, но страшно перепрыгнуть забор. Ок. Я подобрал прераты, которые отвечают за страх реальности, страх изменений. Плюс, сделал мандалу. Через неделю он приходит на вторую сессию - заходит как ","deep_alchemical","book_04","yes","yes","medium","mention_only","Nitricum Acidum","nitricum-acidum; nitricum-acidum","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message38"
"message-3","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-3"
"message41","default","03.09.2024 18:08:01 UTC-05:00","no","photos/photo_33@03-09-2024_18-08-01.jpg","1","0","Психогомеопатия: Алхимия души.","00c0deee73da41ef823ffb29d0aaa3e4abe52b476cb0ef4f3a84f554fe50c9c3","Знаете что меня удивляет в гомеотерапии? Как быстро и четко меняется подходящий пациенту препарат! Врачи говорят, принимать гомеопатию нужно несколько недель. Но в большинстве случаев, что я наблюдаю, хватает 7 дней. При том что я работаю с пациентами дистанционно, по фото, без приема препаратов. Это невозможно делать по учебнику. Это нужно чувствовать! 🙏 С","theory_method","book_01","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message41"
"message42","default","03.09.2024 22:32:44 UTC-05:00","no","photos/photo_34@03-09-2024_22-32-44.jpg","1","0","Психогомеопатия: Алхимия души.","ae81b27cc3f9bbb65f1327e72b8cf36e0c40596872af3bdc6200a9ff7d206207","ЗАМЕТКИ О РАБОТЕ. Вектор перехода между препаратами гомеотерапии часто соответствуют этапам проживания травмы. ПРИВЕДУ ПРИМЕР. Кейс. Работаю с усталостью, бессилием. #1. На первой сессии подходит более всего препарат Phosphoricum Acidum - который отражает состояние безнадежности, аппатии, бессилия. #2. На второй сессии клиент приходит уже с энтузиазмом в гла","theory_method","book_01","yes","yes","medium","mention_only","Ignatia Amara; Pulsatilla; Phosphoricum Acidum","ignatia-amara; pulsatilla; phosphoricum-acidum; phosphoricum-acidum","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message42"
"message-4","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-4"
"message43","default","04.09.2024 08:39:24 UTC-05:00","no","photos/photo_35@04-09-2024_08-39-24.jpg","1","0","Психогомеопатия: Алхимия души.","e1222b0776287e17b8ac141a5b28b604b4a78ed87312c2c50712446f4e3d1da7","Многие говорят: ""Я не доверяю гомеопатии."" Скажу вам честно, я тоже ей всегда не доверял. Раньше я принимал препараты, но не отслеживал эффект. И лишь недавно, перебирая препараты, я понял, что всё дело в резонансе. Я начал исследовать. Если удается подобрать резонанс, эффект колоссальный. Человек обновляется за пару дней. Но резонанс нужно уметь уловить. Ин","theory_method","book_01","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message43"
"message-5","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-5"
"message45","default","05.09.2024 14:20:42 UTC-05:00","no","","0","0","Психогомеопатия: Алхимия души.","a6a14f8c8dbe5e91c8e5021c7710fa3417a3806d85c833195c3d9e779cfc6c24","PDF-методичка. Я собрал свои последние заметки по гомеотерапии, сделал методичку и отсортировал. Здесь секреты и особенности работы этого метода. Его эффективность меня поражает и воодушевляет. Можно скачать ее по ссылке. По всем вопросам пишите: t.me/andytherapist Основной паблик: @arche_therapy","other","out_of_scope","no","no","low","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message45"
"message-6","service","","no","","0","0","Психогомеопатия: Алхимия души.","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","service_history","service","no","no","high","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message-6"
"message46","default","06.09.2024 17:28:21 UTC-05:00","no","photos/photo_36@06-09-2024_17-28-21.jpg","1","0","Психогомеопатия: Алхимия души.","698ded9da74bff50e3c968588753db630d0befdb7634c3c9504b9ac64967bf3d","ВОПРОС: Гомеопатия дает временный или постоянный эффект? ОТВЕТ: в этом-то и есть прелесть гомеопатии, что она задает не временную поддержку, а развитие личности! Каждый препарат отшлифовывает как душевные, так и физические аспекты человека. И эти изменения сохраняются. Особенность моего подхода в том, что я рассматриваю гомеопатию как инструмент в первую оче","theory_method","book_01","yes","yes","medium","none","","","","","Telegram Desktop/ChatExport_2026-09-04/messages.html","#message46"
