message_id,date_utc_offset,canonical_remedy,remedy_slug,canonical_card_message_id,source_image,source_image_exists,source_role,image_classification,image_review_status,public_url,notes
"message249","21.12.2024 16:33:16 UTC-05:00","Sepia","sepia","message247","photos/photo_168@21-12-2024_16-33-16.jpg","yes","supporting_post_attached","supporting_image","approved_for_publication","/media/remedies/sepia/message249-1.jpg","Attached to an additional canonical/source-support message; approved for the compact supporting gallery."
"message257","25.12.2024 23:39:56 UTC-05:00","Kalium Phosphoricum","kalium-phosphoricum","message257","photos/photo_170@25-12-2024_23-39-56.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/kalium-phosphoricum/message257-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message258","26.12.2024 00:37:11 UTC-05:00","Kalium Phosphoricum","kalium-phosphoricum","message257","photos/photo_171@26-12-2024_00-37-11.jpg","yes","supporting_post_attached","supporting_image","approved_for_publication","/media/remedies/kalium-phosphoricum/message258-1.jpg","Attached to an additional canonical/source-support message; approved for the compact supporting gallery."
"message277","06.01.2025 20:16:59 UTC-05:00","Staphysagria","staphysagria","message277","photos/photo_183@06-01-2025_20-16-59.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/staphysagria/message277-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message285","09.01.2025 17:33:42 UTC-05:00","Secale Cornutum","secale-cornutum","message285","photos/photo_186@09-01-2025_17-33-42.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/secale-cornutum/message285-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message294","16.01.2025 17:54:19 UTC-05:00","Hypericum Perforatum","hypericum-perforatum","message294","photos/photo_190@16-01-2025_17-54-19.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/hypericum-perforatum/message294-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message317","03.02.2025 14:32:41 UTC-05:00","Carbo Animalis","carbo-animalis","message317","photos/photo_200@03-02-2025_14-32-41.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/carbo-animalis/message317-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message329","12.02.2025 13:28:56 UTC-05:00","Antimonium Crudum","antimonium-crudum","message329","photos/photo_208@12-02-2025_13-28-56.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/antimonium-crudum/message329-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message387","17.03.2025 17:49:18 UTC-05:00","Apis","apis","message387","photos/photo_243@17-03-2025_17-49-18.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/apis/message387-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message390","22.03.2025 01:45:13 UTC-05:00","Silicea","silicea","message390","photos/photo_246@22-03-2025_01-45-13.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/silicea/message390-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message398","29.03.2025 16:07:52 UTC-05:00","Natrum Carbonicum","natrum-carbonicum","message398","photos/photo_251@29-03-2025_16-07-52.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/natrum-carbonicum/message398-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message408","04.04.2025 23:30:17 UTC-05:00","Magnesia Phosphorica","magnesia-phosphorica","message408","photos/photo_256@04-04-2025_23-30-17.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/magnesia-phosphorica/message408-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message417","08.04.2025 13:05:18 UTC-05:00","Bryonia","bryonia","message417","photos/photo_262@08-04-2025_13-05-18.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/bryonia/message417-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message419","10.04.2025 18:30:56 UTC-05:00","Argentum Nitricum","argentum-nitricum","message419","photos/photo_263@10-04-2025_18-30-56.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/argentum-nitricum/message419-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message425","12.04.2025 17:43:15 UTC-05:00","Ruta Graveolens","ruta-graveolens","message425","photos/photo_265@12-04-2025_17-43-15.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/ruta-graveolens/message425-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message429","13.04.2025 16:29:13 UTC-05:00","Carcinosinum","carcinosinum","message429","photos/photo_269@13-04-2025_16-29-13.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/carcinosinum/message429-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message430","13.04.2025 16:57:35 UTC-05:00","Carcinosinum","carcinosinum","message429","photos/photo_270@13-04-2025_16-57-35.jpg","yes","supporting_post_attached","supporting_image","approved_for_publication","/media/remedies/carcinosinum/message430-1.jpg","Attached to an additional canonical/source-support message; approved for the compact supporting gallery."
"message448","19.04.2025 08:43:52 UTC-05:00","Causticum","causticum","message448","photos/photo_280@19-04-2025_08-43-52.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/causticum/message448-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message449","19.04.2025 22:15:21 UTC-05:00","Natrum Sulfuricum","natrum-sulfuricum","message449","photos/photo_281@19-04-2025_22-15-21.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/natrum-sulfuricum/message449-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message450","20.04.2025 09:47:39 UTC-05:00","Alumina","alumina","message450","photos/photo_282@20-04-2025_09-47-39.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/alumina/message450-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message452","21.04.2025 16:19:15 UTC-05:00","Thuja","thuja","message452","photos/photo_284@21-04-2025_16-19-15.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/thuja/message452-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message456","23.04.2025 09:03:52 UTC-05:00","Mezereum","mezereum","message456","photos/photo_287@23-04-2025_09-03-52.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/mezereum/message456-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message470","27.04.2025 12:33:31 UTC-05:00","Psorinum","psorinum","message470","photos/photo_294@27-04-2025_12-33-31.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/psorinum/message470-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message481","29.04.2025 17:23:46 UTC-05:00","Baryta Carbonica","baryta-carbonica","message114","photos/photo_301@29-04-2025_17-23-46.jpg","yes","supporting_post_attached","supporting_image","approved_for_publication","/media/remedies/baryta-carbonica/message481-1.jpg","Attached to an additional canonical/source-support message; approved for the compact supporting gallery."
"message487","01.05.2025 22:44:19 UTC-05:00","Magnesium Muriaticum","magnesium-muriaticum","message487","photos/photo_306@01-05-2025_22-44-19.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/magnesium-muriaticum/message487-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message496","04.05.2025 15:55:49 UTC-05:00","Borax","borax","message496","photos/photo_312@04-05-2025_15-55-49.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/borax/message496-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message534","13.05.2025 16:57:55 UTC-05:00","Lac Humanum","lac-humanum","message534","photos/photo_344@13-05-2025_16-57-55.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/lac-humanum/message534-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message552","19.05.2025 17:01:35 UTC-05:00","Lac Asinum","lac-asinum","message552","photos/photo_356@19-05-2025_17-01-35.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/lac-asinum/message552-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message565","23.05.2025 18:05:35 UTC-05:00","Cinchona","cinchona","message565","photos/photo_362@23-05-2025_18-05-35.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/cinchona/message565-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message566","23.05.2025 18:29:58 UTC-05:00","Cinchona","cinchona","message565","photos/photo_363@23-05-2025_18-29-58.jpg","yes","supporting_post_attached","supporting_image","approved_for_publication","/media/remedies/cinchona/message566-1.jpg","Attached to an additional canonical/source-support message; approved for the compact supporting gallery."
"message570","24.05.2025 22:06:42 UTC-05:00","Mercurius solubilis","mercurius-solubilis","message570","photos/photo_365@24-05-2025_22-06-42.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/mercurius-solubilis/message570-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message575","26.05.2025 21:01:52 UTC-05:00","Phytolacca Decandra","phytolacca-decandra","message575","photos/photo_369@26-05-2025_21-01-52.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/phytolacca-decandra/message575-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message601","02.06.2025 19:30:01 UTC-05:00","Kali Muriaticum","kali-muriaticum","message601","photos/photo_389@02-06-2025_19-30-01.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/kali-muriaticum/message601-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message606","03.06.2025 19:57:34 UTC-05:00","Hydrogenium","hydrogenium","message606","photos/photo_393@03-06-2025_19-57-34.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/hydrogenium/message606-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message609","05.06.2025 14:44:50 UTC-05:00","Teucrium","teucrium","message609","photos/photo_396@05-06-2025_14-44-50.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/teucrium/message609-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message614","06.06.2025 19:03:09 UTC-05:00","Coccus Cacti","coccus-cacti","message614","photos/photo_399@06-06-2025_19-03-09.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/coccus-cacti/message614-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message622","09.06.2025 22:47:20 UTC-05:00","Camphora","camphora","message622","photos/photo_405@09-06-2025_22-47-20.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/camphora/message622-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message630","11.06.2025 23:32:58 UTC-05:00","Kali Carbonicum","kali-carbonicum","message630","photos/photo_409@11-06-2025_23-32-58.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/kali-carbonicum/message630-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message667","23.06.2025 20:53:44 UTC-05:00","Platina Metallicum","platina-metallicum","message667","photos/photo_441@23-06-2025_20-53-44.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/platina-metallicum/message667-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message670","25.06.2025 00:31:04 UTC-05:00","Baptisia Tinctoria","baptisia-tinctoria","message670","photos/photo_443@25-06-2025_00-31-04.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/baptisia-tinctoria/message670-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message678","26.06.2025 20:00:40 UTC-05:00","Sanguinaria Canadensis","sanguinaria-canadensis","message678","photos/photo_447@26-06-2025_20-00-40.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/sanguinaria-canadensis/message678-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message680","27.06.2025 20:52:50 UTC-05:00","Veratrum Album","veratrum-album","message680","photos/photo_448@27-06-2025_20-52-50.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/veratrum-album/message680-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message681","27.06.2025 21:28:51 UTC-05:00","Hydrastis Canadensis","hydrastis-canadensis","message681","photos/photo_449@27-06-2025_21-28-51.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/hydrastis-canadensis/message681-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message682","28.06.2025 14:19:27 UTC-05:00","Cobaltum Metallicum","cobaltum-metallicum","message682","photos/photo_450@28-06-2025_14-19-27.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/cobaltum-metallicum/message682-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message696","30.06.2025 20:30:35 UTC-05:00","Kalium Iodatum","kalium-iodatum","message696","photos/photo_455@30-06-2025_20-30-35.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/kalium-iodatum/message696-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message704","02.07.2025 21:30:16 UTC-05:00","Colchicum Autumnale","colchicum-autumnale","message704","photos/photo_460@02-07-2025_21-30-16.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/colchicum-autumnale/message704-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message725","05.07.2025 16:19:12 UTC-05:00","Cocculus Indicus","cocculus-indicus","message725","photos/photo_475@05-07-2025_16-19-12.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/cocculus-indicus/message725-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message733","05.07.2025 20:20:10 UTC-05:00","Aethusa Cynapium","aethusa-cynapium","message733","photos/photo_481@05-07-2025_20-20-10.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/aethusa-cynapium/message733-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message735","07.07.2025 00:44:57 UTC-05:00","Beryllium Metallicum","beryllium-metallicum","message735","photos/photo_482@07-07-2025_00-44-57.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/beryllium-metallicum/message735-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message737","07.07.2025 15:22:26 UTC-05:00","Bovista Lycoperdon","bovista-lycoperdon","message737","photos/photo_484@07-07-2025_15-22-26.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/bovista-lycoperdon/message737-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message749","16.07.2025 22:39:34 UTC-05:00","Bothrops Lanceolatus","bothrops-lanceolatus","message749","photos/photo_493@16-07-2025_22-39-34.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/bothrops-lanceolatus/message749-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message751","18.07.2025 00:42:30 UTC-05:00","Ambra Grisea","ambra-grisea","message751","photos/photo_494@18-07-2025_00-42-30.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/ambra-grisea/message751-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message752","18.07.2025 01:08:36 UTC-05:00","Ambra Grisea","ambra-grisea","message751","photos/photo_495@18-07-2025_01-08-36.jpg","yes","supporting_post_attached","supporting_image","approved_for_publication","/media/remedies/ambra-grisea/message752-1.jpg","Attached to an additional canonical/source-support message; approved for the compact supporting gallery."
"message754","19.07.2025 01:05:11 UTC-05:00","Cenchris Contortrix","cenchris-contortrix","message754","photos/photo_496@19-07-2025_01-05-11.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/cenchris-contortrix/message754-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message755","20.07.2025 00:56:16 UTC-05:00","Folliculinum","folliculinum","message755","photos/photo_497@20-07-2025_00-56-16.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/folliculinum/message755-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message760","21.07.2025 00:16:11 UTC-05:00","Helleborus Niger","helleborus-niger","message760","photos/photo_500@21-07-2025_00-16-11.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/helleborus-niger/message760-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message802","11.08.2025 15:38:34 UTC-05:00","Magnesium Carbonicum","magnesium-carbonicum","message802","photos/photo_509@11-08-2025_15-38-34.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/magnesium-carbonicum/message802-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message806","14.08.2025 10:59:36 UTC-05:00","Saccharum Officinale","saccharum-officinale","message806","photos/photo_510@14-08-2025_10-59-36.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/saccharum-officinale/message806-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
"message819","05.09.2025 10:00:34 UTC-05:00","Cyclamen Europaeum","cyclamen-europaeum","message819","photos/photo_513@05-09-2025_10-00-34.jpg","yes","primary_card_attached","primary_remedy_image","approved_for_publication","/media/remedies/cyclamen-europaeum/message819-1.jpg","Attached to the canonical remedy source post; approved as the single primary image for this remedy."
